protein_id,candidate_type,selected_teacher_type,protein_length,candidate_available,source_sequence_available,cai,gc_global,gc_in_40_55,local_gc_min,local_gc_max,repeat_count,homopolymer_count,forbidden_motif_count,multi_objective_score,amino_acid_identity,validator_pass,internal_stop_count,invalid_codon_count,gc_window_outlier_count
NbL13g12940.1,v2_high_cai,gc_target,512,True,False,0.7238880934519012,34.11458333333333,False,23.333333333333332,43.333333333333336,9,3,0,0.12388809345190116,1.0,True,0,0,4
NbL13g12940.1,v2_gc_target,gc_target,512,True,False,0.7817245210220419,42.51302083333333,True,40.0,45.0,6,1,0,0.5317245210220418,1.0,True,0,0,0
NbL13g12940.1,v3_run4b_decoded,gc_target,512,True,False,0.78172452,42.51302083,True,40.0,45.0,6,1,0,0.5317245199999999,1.0,True,0,0,
NbL13g12940.1,feasibility_best,gc_target,512,True,True,0.9529966207526308,54.947916666666664,True,45.0,66.66666666666666,5,0,0,0.8029966207526309,1.0,True,0,0,0
NbL06g16690.1,v2_high_cai,gc_target,131,True,False,0.7305849989261833,34.35114503816794,False,26.666666666666668,43.333333333333336,0,0,0,0.7305849989261833,1.0,True,0,0,2
NbL06g16690.1,v2_gc_target,gc_target,131,True,False,0.7994129835367241,42.49363867684479,True,40.0,43.333333333333336,0,0,0,0.899412983536724,1.0,True,0,0,0
NbL06g16690.1,v3_run4b_decoded,gc_target,131,True,False,0.79941298,42.49363868,True,40.0,43.33333333,0,0,0,0.89941298,1.0,True,0,0,
NbL06g16690.1,feasibility_best,gc_target,131,True,True,0.9628730987405765,54.961832061068705,True,48.333333333333336,63.33333333333333,0,0,0,1.0628730987405766,1.0,True,0,0,0
NbL18g13520.1,v2_high_cai,gc_target,512,True,False,0.7516839275407742,36.65364583333333,False,26.666666666666668,51.66666666666667,7,1,0,0.35168392754077415,1.0,True,0,0,5
NbL18g13520.1,v2_gc_target,gc_target,512,True,False,0.7905264390457748,42.51302083333333,True,36.666666666666664,48.333333333333336,3,0,0,0.7405264390457748,1.0,True,0,0,0
NbL18g13520.1,v3_run4b_decoded,gc_target,512,True,False,0.79077405,42.578125,True,36.66666667,48.33333333,3,0,0,0.74077405,1.0,True,0,0,
NbL18g13520.1,feasibility_best,gc_target,512,True,True,0.9453816765235764,54.947916666666664,True,43.333333333333336,71.66666666666667,3,0,0,0.8953816765235764,1.0,True,0,0,2
NbL16g17570.1,v2_high_cai,gc_target,309,True,False,0.7196067165422285,33.65695792880259,False,23.333333333333332,41.66666666666667,9,2,0,0.1696067165422285,1.0,True,0,0,3
NbL16g17570.1,v2_gc_target,gc_target,309,True,False,0.7848382524082322,42.502696871628906,True,38.333333333333336,46.666666666666664,3,0,0,0.7348382524082322,1.0,True,0,0,0
NbL16g17570.1,v3_run4b_decoded,gc_target,309,True,False,0.78483825,42.50269687,True,38.33333333,46.66666667,3,0,0,0.7348382499999999,1.0,True,0,0,
NbL16g17570.1,feasibility_best,gc_target,309,True,True,0.956535133923613,54.90830636461704,True,35.0,68.33333333333333,8,0,0,0.6565351339236131,1.0,True,0,0,0
NbL14g12980.1,v2_high_cai,gc_target,512,True,False,0.723936605508149,33.7890625,False,21.666666666666668,45.0,9,2,0,0.17393660550814896,1.0,True,0,0,9
NbL14g12980.1,v2_gc_target,gc_target,512,True,False,0.7893483753773806,42.51302083333333,True,38.333333333333336,46.666666666666664,9,1,0,0.38934837537738054,1.0,True,0,0,0
NbL14g12980.1,v3_run4b_decoded,gc_target,512,True,False,0.78934838,42.51302083,True,38.33333333,46.66666667,9,1,0,0.38934837999999994,1.0,True,0,0,
NbL14g12980.1,feasibility_best,gc_target,512,True,True,0.9548115293975619,54.947916666666664,True,40.0,71.66666666666667,10,0,0,0.554811529397562,1.0,True,0,0,1
NbL03g24230.1,v2_high_cai,gc_target,218,True,False,0.7278880272371758,30.886850152905197,False,20.0,45.0,4,3,0,0.37788802723717574,1.0,True,0,0,8
NbL03g24230.1,v2_gc_target,gc_target,218,True,False,0.8091083393111443,42.50764525993883,True,40.0,46.666666666666664,1,0,0,0.8591083393111443,1.0,True,0,0,0
NbL03g24230.1,v3_run4b_decoded,gc_target,218,True,False,0.80910834,42.50764526,True,40.0,46.66666667,1,0,0,0.8591083399999999,1.0,True,0,0,
NbL03g24230.1,feasibility_best,gc_target,218,True,True,0.9763028749871794,54.89296636085626,True,45.0,65.0,2,0,0,0.9763028749871795,1.0,True,0,0,0
NbL05g22170.1,v2_high_cai,gc_target,440,True,False,0.7269555168382547,34.39393939393939,False,25.0,45.0,11,5,0,-0.07304448316174539,1.0,True,0,0,6
NbL05g22170.1,v2_gc_target,gc_target,440,True,False,0.7808572128273578,42.57575757575758,True,40.0,45.0,4,1,0,0.6308572128273577,1.0,True,0,0,0
NbL05g22170.1,v3_run4b_decoded,gc_target,440,True,False,0.78085721,42.57575758,True,40.0,45.0,4,1,0,0.6308572099999998,1.0,True,0,0,
NbL05g22170.1,feasibility_best,gc_target,440,True,True,0.9502285789867984,54.92424242424242,True,43.333333333333336,68.33333333333333,8,0,0,0.6502285789867984,1.0,True,0,0,0
NbL02g16680.1,v2_high_cai,gc_target,512,True,False,0.7355092911938014,32.68229166666667,False,23.333333333333332,41.66666666666667,9,3,0,0.13550929119380134,1.0,True,0,0,8
NbL02g16680.1,v2_gc_target,gc_target,512,True,False,0.8102944492865016,42.51302083333333,True,40.0,46.666666666666664,5,1,0,0.6102944492865016,1.0,True,0,0,0
NbL02g16680.1,v3_run4b_decoded,gc_target,512,True,False,0.81029445,42.51302083,True,40.0,46.66666667,5,1,0,0.6102944499999999,1.0,True,0,0,
NbL02g16680.1,feasibility_best,gc_target,512,True,True,0.9657735916755996,54.947916666666664,True,41.66666666666667,65.0,11,0,0,0.5157735916755997,1.0,True,0,0,0
NbL05g01090.1,v2_high_cai,gc_target,284,True,False,0.7199382876343343,34.27230046948357,False,25.0,41.66666666666667,3,0,0,0.5699382876343343,1.0,True,0,0,4
NbL05g01090.1,v2_gc_target,gc_target,284,True,False,0.7839039275413405,42.48826291079813,True,40.0,45.0,5,1,0,0.5839039275413405,1.0,True,0,0,0
NbL05g01090.1,v3_run4b_decoded,gc_target,284,True,False,0.78390393,42.48826291,True,40.0,45.0,5,1,0,0.58390393,1.0,True,0,0,
NbL05g01090.1,feasibility_best,gc_target,284,True,True,0.9548187968224157,54.929577464788736,True,41.66666666666667,65.0,5,0,0,0.8048187968224156,1.0,True,0,0,0
NbL04g06350.1,v2_high_cai,gc_target,284,True,False,0.7458011162444772,36.267605633802816,False,23.333333333333332,46.666666666666664,8,2,0,0.24580111624447717,1.0,True,0,0,1
NbL04g06350.1,v2_gc_target,gc_target,284,True,False,0.7903594780317488,42.6056338028169,True,38.333333333333336,48.333333333333336,4,1,0,0.6403594780317488,1.0,True,0,0,0
NbL04g06350.1,v3_run4b_decoded,gc_target,284,True,False,0.79035948,42.6056338,True,38.33333333,48.33333333,4,1,0,0.6403594799999999,1.0,True,0,0,
NbL04g06350.1,feasibility_best,gc_target,284,True,True,0.9362158547131206,54.929577464788736,True,33.33333333333333,70.0,6,0,0,0.7362158547131206,1.0,True,0,0,0
NbL06g05440.1,v2_high_cai,gc_target,363,True,False,0.7380595285697514,34.9862258953168,False,26.666666666666668,43.333333333333336,4,2,0,0.4380595285697514,1.0,True,0,0,3
NbL06g05440.1,v2_gc_target,gc_target,363,True,False,0.80381295148029,42.69972451790633,True,40.0,46.666666666666664,2,0,0,0.80381295148029,1.0,True,0,0,0
NbL06g05440.1,v3_run4b_decoded,gc_target,363,True,False,0.80381295,42.69972452,True,40.0,46.66666667,2,0,0,0.80381295,1.0,True,0,0,
NbL06g05440.1,feasibility_best,gc_target,363,True,True,0.9562269053903037,54.9127640036731,True,46.666666666666664,68.33333333333333,2,0,0,0.9562269053903037,1.0,True,0,0,0
NbL14g17400.1,v2_high_cai,gc_target,512,True,False,0.7261520957582129,35.80729166666667,False,21.666666666666668,46.666666666666664,7,2,0,0.27615209575821287,1.0,True,0,0,3
NbL14g17400.1,v2_gc_target,gc_target,512,True,False,0.7708207633636284,42.51302083333333,True,38.333333333333336,46.666666666666664,5,0,0,0.6208207633636283,1.0,True,0,0,0
NbL14g17400.1,v3_run4b_decoded,gc_target,512,True,False,0.77082076,42.51302083,True,38.33333333,46.66666667,5,0,0,0.62082076,1.0,True,0,0,
NbL14g17400.1,feasibility_best,gc_target,512,True,True,0.9376921858098195,54.947916666666664,True,38.333333333333336,70.0,6,0,0,0.7376921858098195,1.0,True,0,0,0
NbL16g14100.1,v2_high_cai,gc_target,512,True,False,0.7299153606272171,32.421875,False,23.333333333333332,43.333333333333336,10,4,0,0.029915360627217058,1.0,True,0,0,14
NbL16g14100.1,v2_gc_target,gc_target,512,True,False,0.8089687656092888,42.51302083333333,True,40.0,46.666666666666664,6,1,0,0.5589687656092887,1.0,True,0,0,0
NbL16g14100.1,v3_run4b_decoded,gc_target,512,True,False,0.80896877,42.51302083,True,40.0,46.66666667,6,1,0,0.5589687699999999,1.0,True,0,0,
NbL16g14100.1,feasibility_best,gc_target,512,True,True,0.9665941441105774,54.947916666666664,True,43.333333333333336,70.0,6,0,0,0.7665941441105775,1.0,True,0,0,0
NbL13g17530.1,v2_high_cai,gc_target,512,True,False,0.7332715558398074,32.09635416666667,False,20.0,43.333333333333336,5,2,0,0.38327155583980743,1.0,True,0,0,15
NbL13g17530.1,v2_gc_target,gc_target,512,True,False,0.8123838946477459,42.51302083333333,True,38.333333333333336,45.0,5,2,0,0.5623838946477459,1.0,True,0,0,0
NbL13g17530.1,v3_run4b_decoded,gc_target,512,True,False,0.81238389,42.51302083,True,38.33333333,45.0,5,2,0,0.56238389,1.0,True,0,0,
NbL13g17530.1,feasibility_best,gc_target,512,True,True,0.9739772485330065,54.947916666666664,True,41.66666666666667,65.0,5,0,0,0.8239772485330066,1.0,True,0,0,0
NbL10g01790.1,v2_high_cai,gc_target,191,True,False,0.751455490742153,32.460732984293195,False,21.666666666666668,41.66666666666667,1,0,0,0.701455490742153,1.0,True,0,0,6
NbL10g01790.1,v2_gc_target,gc_target,191,True,False,0.8272704094766977,42.582897033158815,True,40.0,45.0,0,0,0,0.9272704094766977,1.0,True,0,0,0
NbL10g01790.1,v3_run4b_decoded,gc_target,191,True,False,0.82727041,42.58289703,True,40.0,45.0,0,0,0,0.92727041,1.0,True,0,0,
NbL10g01790.1,feasibility_best,gc_target,191,True,True,0.9735072504418947,54.973821989528794,True,45.0,65.0,2,0,0,0.9735072504418948,1.0,True,0,0,0
NbL15g22530.1,v2_high_cai,gc_target,512,True,False,0.7406916671346935,35.28645833333333,False,26.666666666666668,45.0,4,0,0,0.5406916671346935,1.0,True,0,0,6
NbL15g22530.1,v2_gc_target,gc_target,512,True,False,0.7917475346555922,42.51302083333333,True,36.666666666666664,48.333333333333336,5,0,0,0.6417475346555922,1.0,True,0,0,0
NbL15g22530.1,v3_run4b_decoded,gc_target,512,True,False,0.79174753,42.51302083,True,36.66666667,48.33333333,5,0,0,0.64174753,1.0,True,0,0,
NbL15g22530.1,feasibility_best,gc_target,512,True,True,0.9476811431699103,54.947916666666664,True,45.0,70.0,4,0,0,0.8476811431699103,1.0,True,0,0,0
NbL14g00650.1,v2_high_cai,gc_target,209,True,False,0.7317854930606295,30.78149920255183,False,20.0,38.333333333333336,0,0,0,0.7317854930606295,1.0,True,0,0,7
NbL14g00650.1,v2_gc_target,gc_target,209,True,False,0.8259317936566282,42.42424242424242,True,38.333333333333336,45.0,3,0,0,0.7759317936566281,1.0,True,0,0,0
NbL14g00650.1,v3_run4b_decoded,gc_target,209,True,False,0.82593179,42.42424242,True,38.33333333,45.0,3,0,0,0.77593179,1.0,True,0,0,
NbL14g00650.1,feasibility_best,gc_target,209,True,True,0.978111959100046,54.864433811802236,True,43.333333333333336,63.33333333333333,4,0,0,0.8781119591000461,1.0,True,0,0,0
NbL19g08970.1,v2_high_cai,gc_target,99,True,False,0.7495959759574593,28.95622895622896,False,21.666666666666668,36.666666666666664,2,0,0,0.6495959759574593,1.0,True,0,0,6
NbL19g08970.1,v2_gc_target,gc_target,99,True,False,0.8537763266203205,42.42424242424242,True,41.66666666666667,43.333333333333336,2,0,0,0.8537763266203205,1.0,True,0,0,0
NbL19g08970.1,v3_run4b_decoded,gc_target,99,True,False,0.85377633,42.42424242,True,41.66666667,43.33333333,2,0,0,0.85377633,1.0,True,0,0,
NbL19g08970.1,feasibility_best,gc_target,99,True,True,0.991819044981674,54.882154882154886,True,48.333333333333336,65.0,3,0,0,0.941819044981674,1.0,True,0,0,0
NbL04g06940.1,v2_high_cai,gc_target,448,True,False,0.7169757849140869,33.035714285714285,False,21.666666666666668,40.0,9,3,0,0.11697578491408683,1.0,True,0,0,6
NbL04g06940.1,v2_gc_target,gc_target,448,True,False,0.7964901989329483,42.55952380952381,True,38.333333333333336,45.0,9,3,0,0.2964901989329482,1.0,True,0,0,0
NbL04g06940.1,v3_run4b_decoded,gc_target,448,True,False,0.7964902,42.55952381,True,38.33333333,45.0,9,3,0,0.2964902,1.0,True,0,0,
NbL04g06940.1,feasibility_best,gc_target,448,True,True,0.9680880762844922,54.985119047619044,True,40.0,65.0,8,0,0,0.6680880762844922,1.0,True,0,0,0
NbL06g17910.1,v2_high_cai,gc_target,278,True,False,0.7381303797356077,36.21103117505996,False,26.666666666666668,50.0,4,1,0,0.48813037973560763,1.0,True,0,0,3
NbL06g17910.1,v2_gc_target,gc_target,278,True,False,0.7810685967709529,42.92565947242206,True,38.333333333333336,48.333333333333336,7,1,0,0.48106859677095276,1.0,True,0,0,0
NbL06g17910.1,v3_run4b_decoded,gc_target,278,True,False,0.7810686,42.92565947,True,38.33333333,48.33333333,7,1,0,0.4810686,1.0,True,0,0,
NbL06g17910.1,feasibility_best,gc_target,278,True,True,0.9383286638625087,54.91606714628298,True,43.333333333333336,75.0,7,0,0,0.6883286638625086,1.0,True,0,0,3
NbL12g07280.1,v2_high_cai,gc_target,512,True,False,0.7355729890304159,32.16145833333333,False,25.0,41.66666666666667,9,3,0,0.13557298903041587,1.0,True,0,0,15
NbL12g07280.1,v2_gc_target,gc_target,512,True,False,0.8138197038280445,42.51302083333333,True,40.0,45.0,5,1,0,0.6138197038280444,1.0,True,0,0,0
NbL12g07280.1,v3_run4b_decoded,gc_target,512,True,False,0.8138197,42.51302083,True,40.0,45.0,5,1,0,0.6138197,1.0,True,0,0,
NbL12g07280.1,feasibility_best,gc_target,512,True,True,0.9674341463930938,54.947916666666664,True,45.0,66.66666666666666,4,0,0,0.8674341463930939,1.0,True,0,0,0
NbL13g07490.1,v2_high_cai,gc_target,276,True,False,0.7404749188353067,35.14492753623188,False,28.333333333333332,46.666666666666664,4,2,0,0.44047491883530665,1.0,True,0,0,2
NbL13g07490.1,v2_gc_target,gc_target,276,True,False,0.7945084494135278,42.51207729468599,True,36.666666666666664,48.333333333333336,3,0,0,0.7445084494135278,1.0,True,0,0,0
NbL13g07490.1,v3_run4b_decoded,gc_target,276,True,False,0.79450845,42.51207729,True,36.66666667,48.33333333,3,0,0,0.74450845,1.0,True,0,0,
NbL13g07490.1,feasibility_best,gc_target,276,True,True,0.9581802419333028,54.95169082125604,True,45.0,68.33333333333333,3,0,0,0.9081802419333028,1.0,True,0,0,0
NbL03g16170.1,v2_high_cai,gc_target,426,True,False,0.7304246377927631,33.64632237871675,False,21.666666666666668,48.333333333333336,5,2,0,0.38042463779276314,1.0,True,0,0,13
NbL03g16170.1,v2_gc_target,gc_target,426,True,False,0.7941192365067187,42.48826291079813,True,38.333333333333336,46.666666666666664,5,0,0,0.6441192365067187,1.0,True,0,0,0
NbL03g16170.1,v3_run4b_decoded,gc_target,426,True,False,0.79411924,42.48826291,True,38.33333333,46.66666667,5,0,0,0.64411924,1.0,True,0,0,
NbL03g16170.1,feasibility_best,gc_target,426,True,True,0.9588323301306475,54.929577464788736,True,43.333333333333336,73.33333333333333,4,0,0,0.8588323301306475,1.0,True,0,0,1
NbL09g22750.1,v2_high_cai,gc_target,512,True,False,0.7324196734973673,34.1796875,False,25.0,45.0,4,1,0,0.4824196734973672,1.0,True,0,0,6
NbL09g22750.1,v2_gc_target,gc_target,512,True,False,0.7903549007346709,42.51302083333333,True,33.33333333333333,50.0,5,0,0,0.6403549007346708,1.0,True,0,0,0
NbL09g22750.1,v3_run4b_decoded,gc_target,512,True,False,0.7903549,42.51302083,True,33.33333333,50.0,5,0,0,0.6403549,1.0,True,0,0,
NbL09g22750.1,feasibility_best,gc_target,512,True,True,0.9579128618640134,54.947916666666664,True,43.333333333333336,68.33333333333333,3,0,0,0.9079128618640134,1.0,True,0,0,0
NbL15g07980.1,v2_high_cai,gc_target,100,True,False,0.7217816244978562,26.666666666666668,False,18.333333333333332,35.0,2,1,0,0.5717816244978562,1.0,True,0,0,6
NbL15g07980.1,v2_gc_target,gc_target,100,True,False,0.8489701942231462,42.333333333333336,True,41.66666666666667,43.333333333333336,1,0,0,0.8989701942231462,1.0,True,0,0,0
NbL15g07980.1,v3_run4b_decoded,gc_target,100,True,False,0.84897019,42.33333333,True,41.66666667,43.33333333,1,0,0,0.8989701899999999,1.0,True,0,0,
NbL15g07980.1,feasibility_best,gc_target,100,True,True,0.9949451652666962,54.666666666666664,True,46.666666666666664,65.0,1,0,0,1.0449451652666961,1.0,True,0,0,0
NbL12g18610.1,v2_high_cai,gc_target,495,True,False,0.7035995080554717,36.22895622895623,False,25.0,45.0,5,0,0,0.45359950805547167,1.0,True,0,0,5
NbL12g18610.1,v2_gc_target,gc_target,495,True,False,0.7512403545456945,42.49158249158249,True,40.0,45.0,4,1,0,0.6012403545456944,1.0,True,0,0,0
NbL12g18610.1,v3_run4b_decoded,gc_target,495,True,False,0.75124035,42.49158249,True,40.0,45.0,4,1,0,0.6012403499999999,1.0,True,0,0,
NbL12g18610.1,feasibility_best,gc_target,495,True,True,0.9364868929068316,54.94949494949495,True,43.333333333333336,68.33333333333333,11,0,0,0.48648689290683156,1.0,True,0,0,0
NbL11g20730.1,v2_high_cai,gc_target,432,True,False,0.7346061472520623,36.342592592592595,False,26.666666666666668,45.0,12,1,0,0.08460614725206221,1.0,True,0,0,1
NbL11g20730.1,v2_gc_target,gc_target,432,True,False,0.7758401388100342,42.592592592592595,True,38.333333333333336,48.333333333333336,12,0,0,0.2758401388100341,1.0,True,0,0,0
NbL11g20730.1,v3_run4b_decoded,gc_target,432,True,False,0.77584014,42.59259259,True,38.33333333,48.33333333,12,0,0,0.2758401399999999,1.0,True,0,0,
NbL11g20730.1,feasibility_best,gc_target,432,True,True,0.9414362134076101,54.93827160493827,True,38.333333333333336,65.0,13,0,0,0.39143621340761003,1.0,True,0,0,0
NbL19g00820.1,v2_high_cai,gc_target,512,True,False,0.7400414748041869,33.52864583333333,False,25.0,46.666666666666664,4,1,0,0.49004147480418686,1.0,True,0,0,8
NbL19g00820.1,v2_gc_target,gc_target,512,True,False,0.8019014710007786,42.51302083333333,True,40.0,46.666666666666664,4,1,0,0.6519014710007784,1.0,True,0,0,0
NbL19g00820.1,v3_run4b_decoded,gc_target,512,True,False,0.80190147,42.51302083,True,40.0,46.66666667,4,1,0,0.6519014699999999,1.0,True,0,0,
NbL19g00820.1,feasibility_best,gc_target,512,True,True,0.9610419655882015,54.947916666666664,True,45.0,73.33333333333333,4,0,0,0.8610419655882016,1.0,True,0,0,1
NbL05g05610.1,v2_high_cai,gc_target,440,True,False,0.7275474475120827,33.63636363636363,False,23.333333333333332,41.66666666666667,5,1,0,0.4275474475120827,1.0,True,0,0,5
NbL05g05610.1,v2_gc_target,gc_target,440,True,False,0.7948149669544997,42.5,True,38.333333333333336,46.666666666666664,3,0,0,0.7448149669544997,1.0,True,0,0,0
NbL05g05610.1,v3_run4b_decoded,gc_target,440,True,False,0.79481497,42.5,True,38.33333333,46.66666667,3,0,0,0.74481497,1.0,True,0,0,
NbL05g05610.1,feasibility_best,gc_target,440,True,True,0.9601329697117519,54.92424242424242,True,41.66666666666667,63.33333333333333,3,0,0,0.9101329697117518,1.0,True,0,0,0
NbL19g20210.1,v2_high_cai,gc_target,483,True,False,0.7237040170775124,32.16011042097999,False,23.333333333333332,41.66666666666667,9,4,0,0.0737040170775124,1.0,True,0,0,12
NbL19g20210.1,v2_gc_target,gc_target,483,True,False,0.7987978528981999,42.58109040717736,True,40.0,45.0,5,0,0,0.6487978528981999,1.0,True,0,0,0
NbL19g20210.1,v3_run4b_decoded,gc_target,483,True,False,0.79879785,42.58109041,True,40.0,45.0,5,0,0,0.64879785,1.0,True,0,0,
NbL19g20210.1,feasibility_best,gc_target,483,True,True,0.963644252040222,54.9344375431332,True,45.0,65.0,7,0,0,0.713644252040222,1.0,True,0,0,0
NbL02g06990.1,v2_high_cai,gc_target,265,True,False,0.7302520501461736,33.20754716981132,False,26.666666666666668,43.333333333333336,6,3,0,0.2802520501461735,1.0,True,0,0,4
NbL02g06990.1,v2_gc_target,gc_target,265,True,False,0.7923928947289902,42.64150943396226,True,41.66666666666667,43.333333333333336,2,0,0,0.7923928947289902,1.0,True,0,0,0
NbL02g06990.1,v3_run4b_decoded,gc_target,265,True,False,0.79239289,42.64150943,True,41.66666667,43.33333333,2,0,0,0.79239289,1.0,True,0,0,
NbL02g06990.1,feasibility_best,gc_target,265,True,True,0.9569264359188201,54.9685534591195,True,45.0,70.0,3,0,0,0.9069264359188202,1.0,True,0,0,0
NbL03g17710.1,v2_high_cai,gc_target,512,True,False,0.7473426158454931,33.72395833333333,False,26.666666666666668,41.66666666666667,6,4,0,0.24734261584549305,1.0,True,0,0,5
NbL03g17710.1,v2_gc_target,gc_target,512,True,False,0.8101148157762985,42.51302083333333,True,40.0,45.0,2,1,0,0.7601148157762985,1.0,True,0,0,0
NbL03g17710.1,v3_run4b_decoded,gc_target,512,True,False,0.81011482,42.51302083,True,40.0,45.0,2,1,0,0.76011482,1.0,True,0,0,
NbL03g17710.1,feasibility_best,gc_target,512,True,True,0.9665077486585371,54.947916666666664,True,45.0,63.33333333333333,2,0,0,0.9665077486585371,1.0,True,0,0,0
NbL04g08510.1,v2_high_cai,gc_target,151,True,False,0.7624066077094054,31.346578366445915,False,25.0,38.333333333333336,7,4,0,0.21240660770940534,1.0,True,0,0,3
NbL04g08510.1,v2_gc_target,gc_target,151,True,False,0.8393425441945888,42.60485651214128,True,41.66666666666667,43.333333333333336,0,0,0,0.9393425441945887,1.0,True,0,0,0
NbL04g08510.1,v3_run4b_decoded,gc_target,151,True,False,0.83934254,42.60485651,True,41.66666667,43.33333333,0,0,0,0.93934254,1.0,True,0,0,
NbL04g08510.1,feasibility_best,gc_target,151,True,True,0.9804983709916044,54.966887417218544,True,43.333333333333336,65.0,5,0,0,0.8304983709916045,1.0,True,0,0,0
NbL14g20930.1,v2_high_cai,gc_target,148,True,False,0.7400340893484383,30.405405405405407,False,25.0,38.333333333333336,1,0,0,0.6900340893484382,1.0,True,0,0,6
NbL14g20930.1,v2_gc_target,gc_target,148,True,False,0.8294204280602427,42.567567567567565,True,40.0,45.0,2,0,0,0.8294204280602427,1.0,True,0,0,0
NbL14g20930.1,v3_run4b_decoded,gc_target,148,True,False,0.82942043,42.56756757,True,40.0,45.0,2,0,0,0.82942043,1.0,True,0,0,
NbL14g20930.1,feasibility_best,gc_target,148,True,True,0.9725724265289477,54.95495495495496,True,45.0,63.33333333333333,3,0,0,0.9225724265289478,1.0,True,0,0,0
NbL11g08560.1,v2_high_cai,gc_target,101,True,False,0.7643624751366684,36.303630363036305,False,28.333333333333332,41.66666666666667,0,0,0,0.7643624751366684,1.0,True,0,0,2
NbL11g08560.1,v2_gc_target,gc_target,101,True,False,0.7986681792653524,42.57425742574257,True,40.0,45.0,1,1,0,0.7986681792653523,1.0,True,0,0,0
NbL11g08560.1,v3_run4b_decoded,gc_target,101,True,False,0.79866818,42.57425743,True,40.0,45.0,1,1,0,0.7986681799999998,1.0,True,0,0,
NbL11g08560.1,feasibility_best,gc_target,101,True,True,0.9617864310385257,54.78547854785478,True,46.666666666666664,65.0,1,0,0,1.0117864310385256,1.0,True,0,0,0
NbL12g20570.1,v2_high_cai,gc_target,119,True,False,0.7120678718655215,29.69187675070028,False,21.666666666666668,35.0,7,0,0,0.3620678718655214,1.0,True,0,0,5
NbL12g20570.1,v2_gc_target,gc_target,119,True,False,0.8127721085703157,42.57703081232493,True,40.0,43.333333333333336,3,0,0,0.7627721085703156,1.0,True,0,0,0
NbL12g20570.1,v3_run4b_decoded,gc_target,119,True,False,0.81277211,42.57703081,True,40.0,43.33333333,3,0,0,0.76277211,1.0,True,0,0,
NbL12g20570.1,feasibility_best,gc_target,119,True,True,0.9810970855549461,54.90196078431373,True,48.333333333333336,61.66666666666667,5,0,0,0.8310970855549462,1.0,True,0,0,0
NbL10g16230.1,v2_high_cai,gc_target,294,True,False,0.7438230062338291,33.10657596371882,False,20.0,45.0,17,5,0,-0.35617699376617096,1.0,True,0,0,6
NbL10g16230.1,v2_gc_target,gc_target,294,True,False,0.8069603069653356,42.517006802721085,True,36.666666666666664,46.666666666666664,11,0,0,0.35696030696533554,1.0,True,0,0,0
NbL10g16230.1,v3_run4b_decoded,gc_target,294,True,False,0.80700227,42.5170068,True,36.66666667,46.66666667,11,0,0,0.35700226999999995,1.0,True,0,0,
NbL10g16230.1,feasibility_best,gc_target,294,True,True,0.9588820895276293,54.98866213151927,True,35.0,75.0,15,0,0,0.3088820895276294,1.0,True,0,0,3
