protein_id,v2_cai,v3_cai,v3_cai_delta_pct,v2_gc_global,v3_gc_global,v2_local_gc_min,v2_local_gc_max,v3_local_gc_min,v3_local_gc_max,v3_amino_acid_identity,v3_validator_pass,v3_internal_stop_count,v3_invalid_codon_count,v3_forbidden_motif_count,v3_homopolymer_count,v3_repeat_count
NbL18g06360.1,0.78561145,0.78561145,0.0000,42.57246377,42.57246377,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL08g00540.1,0.78175377,0.78175377,0.0000,42.54510921,42.54510921,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL05g00090.1,0.81090945,0.81090945,0.0000,42.48587571,42.48587571,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,1
NbL08g10890.1,0.81940759,0.81940759,0.0000,42.46231156,42.46231156,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,6
NbL08g14080.1,0.83588083,0.83588083,0.0000,42.59259259,42.59259259,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,1
NbL01g11650.1,0.81772298,0.81772298,0.0000,42.57425743,42.57425743,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,0,1
NbL18g01360.1,0.86253697,0.86253697,0.0000,42.44791667,42.44791667,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,9
NbL06g03880.1,0.81002232,0.81002232,0.0000,42.51302083,42.51302083,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,3
NbL07g01120.1,0.78260820,0.78260820,0.0000,42.51302083,42.51302083,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,0,7
NbL12g19910.1,0.79893871,0.79893871,0.0000,42.64957265,42.64957265,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,7
NbL16g23350.1,0.85352061,0.85352061,0.0000,42.67515924,42.67515924,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,0
NbL12g07290.1,0.79182409,0.79182409,0.0000,42.43498818,42.43498818,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,2
NbL05g02130.1,0.80119758,0.80119758,0.0000,42.44791667,42.44791667,38.33333333,48.33333333,38.33333333,48.33333333,1.00000000,True,0,0,0,1,5
NbL15g04830.1,0.79973670,0.79973670,0.0000,42.46031746,42.46031746,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,2
NbL12g03630.1,0.80687410,0.80687410,0.0000,42.47038917,42.47038917,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,1,4
NbL17g21510.1,0.81652962,0.81652962,0.0000,42.61294261,42.61294261,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,1,2
NbL17g18720.1,0.81963189,0.81963189,0.0000,42.42424242,42.42424242,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,0
NbL15g22040.1,0.80363521,0.80363521,0.0000,42.37726098,42.37726098,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,2
NbL10g16420.1,0.78600869,0.78600869,0.0000,42.37726098,42.37726098,40.00000000,43.33333333,40.00000000,43.33333333,1.00000000,True,0,0,0,0,4
NbL10g22140.1,0.77622900,0.77622900,0.0000,42.48777079,42.48777079,36.66666667,46.66666667,36.66666667,46.66666667,1.00000000,True,0,0,0,2,6
NbL19g16160.1,0.81151561,0.81151561,0.0000,42.51302083,42.51302083,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,0,8
NbL02g21780.1,0.80990457,0.80990457,0.0000,42.49249249,42.49249249,40.00000000,43.33333333,40.00000000,43.33333333,1.00000000,True,0,0,0,0,2
NbL06g05650.1,0.74359656,0.74359656,0.0000,42.51302083,42.51302083,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,0,7
NbL11g03520.1,0.79228849,0.79228849,0.0000,42.51302083,42.51302083,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,2,3
NbL17g05600.1,0.76544038,0.76544038,0.0000,42.54901961,42.54901961,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,0,4
NbL13g15940.1,0.82905422,0.82947234,0.0504,42.46231156,42.37855946,38.33333333,48.33333333,38.33333333,46.66666667,1.00000000,True,0,0,0,2,9
NbL03g23520.1,0.80881730,0.80881730,0.0000,42.55091104,42.55091104,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,1
NbL04g18470.1,0.77307087,0.77307087,0.0000,42.46737841,42.46737841,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,2
NbL11g08120.1,0.81674623,0.81674623,0.0000,42.51302083,42.51302083,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,1,10
NbL12g08450.1,0.79709563,0.79709563,0.0000,42.55842558,42.55842558,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL08g12400.1,0.73862645,0.73862645,0.0000,43.40425532,43.40425532,30.00000000,56.66666667,30.00000000,56.66666667,1.00000000,True,0,0,0,3,12
NbL09g07920.1,0.79904379,0.79904379,0.0000,42.81345566,42.81345566,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,0
NbL01g00370.1,0.80282265,0.80282265,0.0000,42.45810056,42.45810056,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,0,1
NbL01g10720.1,0.77590114,0.77590114,0.0000,42.49815225,42.49815225,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,11
NbL07g02690.1,0.83835040,0.83835040,0.0000,42.40506329,42.40506329,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,2
NbL17g26820.1,0.76505485,0.76505485,0.0000,42.35807860,42.35807860,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,2
NbL11g15900.1,0.81118457,0.81118457,0.0000,42.55952381,42.55952381,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,1
NbL01g07820.1,0.82151572,0.82151572,0.0000,42.51302083,42.51302083,36.66666667,46.66666667,36.66666667,46.66666667,1.00000000,True,0,0,0,0,2
NbL13g07830.1,0.78228302,0.78258968,0.0392,42.51302083,42.57812500,33.33333333,51.66666667,35.00000000,51.66666667,1.00000000,True,0,0,0,0,3
NbL07g09480.1,0.79683959,0.79683959,0.0000,42.48633880,42.48633880,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL18g00740.1,0.76400690,0.76400690,0.0000,42.57812500,42.57812500,36.66666667,46.66666667,36.66666667,46.66666667,1.00000000,True,0,0,0,1,6
NbL02g00600.1,0.80102790,0.80102790,0.0000,42.50000000,42.50000000,40.00000000,46.66666667,40.00000000,46.66666667,1.00000000,True,0,0,0,0,5
NbL01g00800.1,0.81344628,0.81344628,0.0000,42.48756219,42.48756219,35.00000000,48.33333333,35.00000000,48.33333333,1.00000000,True,0,0,0,1,7
NbL13g15730.1,0.80037705,0.80037705,0.0000,42.54254254,42.54254254,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,0,7
NbL16g13400.1,0.83144752,0.83144752,0.0000,42.81045752,42.81045752,41.66666667,46.66666667,41.66666667,46.66666667,1.00000000,True,0,0,0,0,3
NbL15g01240.1,0.81279795,0.81279795,0.0000,42.50440917,42.50440917,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,1,3
NbL18g03330.1,0.80533717,0.80533717,0.0000,42.48633880,42.48633880,38.33333333,45.00000000,38.33333333,45.00000000,1.00000000,True,0,0,0,0,1
NbL15g01550.1,0.80412781,0.80412781,0.0000,42.54606365,42.54606365,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,2
NbL15g04870.1,0.79570796,0.79570796,0.0000,42.51968504,42.51968504,41.66666667,43.33333333,41.66666667,43.33333333,1.00000000,True,0,0,0,0,1
NbL04g18880.1,0.81925741,0.81925741,0.0000,42.43943191,42.43943191,33.33333333,51.66666667,33.33333333,51.66666667,1.00000000,True,0,0,0,1,10
NbL03g12360.1,0.79652830,0.79652830,0.0000,42.60355030,42.60355030,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,0,2
NbL16g22900.1,0.78622111,0.78622111,0.0000,42.40196078,42.40196078,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,1,2
NbL05g21400.1,0.84311281,0.84311281,0.0000,42.59259259,42.59259259,40.00000000,45.00000000,40.00000000,45.00000000,1.00000000,True,0,0,0,0,3
NbL06g06920.1,0.79856635,0.79856635,0.0000,42.53578732,42.53578732,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,2
NbL07g17120.1,0.81744758,0.81744758,0.0000,42.50000000,42.50000000,36.66666667,48.33333333,36.66666667,48.33333333,1.00000000,True,0,0,0,0,1
NbL10g03190.1,0.78887078,0.78887078,0.0000,42.51543210,42.51543210,38.33333333,46.66666667,38.33333333,46.66666667,1.00000000,True,0,0,0,0,1
NbL19g03480.1,0.80415626,0.80415626,0.0000,42.58064516,42.58064516,41.66666667,45.00000000,41.66666667,45.00000000,1.00000000,True,0,0,0,0,3
